Nombre_Fondo,Moneda,Fecha,Plazo_Liquidacion,Valor_Cuotaparte_Actual,Rendimiento_Del_Dia_%,Rendimiento_Del_Mes_%,Rendimiento_Del_Anio_%
IEB Estructurado - Clase B,ARS,2026-04-08,1.0,1778.861,0.94,9.058,43.341
IEB Estructurado - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
IEB Estructurado II - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
IEB Estructurado II - Clase B,ARS,2026-04-08,1.0,1366.7,0.916,0.176,26.816
IEB Estructurado II - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
IEB Estructurado III - Clase A,ARS,2026-04-08,1.0,1095.09,0.0,0.0,9.509
IEB Estructurado III - Clase B,ARS,2026-04-08,1.0,1586.486,0.704,9.949,33.282
IEB Estructurado III - Clase Ley N°27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
IEB Estructurado IV - Clase A,ARS,2026-04-08,1.0,1084.07,0.0,0.0,10.219
IEB Estructurado IV - Clase B,ARS,2026-04-08,1.0,1471.993,4.669,17.14,47.457
IEB Estructurado IV - Clase X Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Mabra BAVSA Pesos Plus - Clase A,ARS,2026-04-08,1.0,1220.361,0.576,9.099,
Mabra BAVSA Pesos Plus - Clase B,ARS,2026-04-08,1.0,1221.569,0.576,9.099,
Mabra BAVSA Pesos Plus - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,
Mabra BAVSA Pesos Plus - Clase D,ARS,2026-04-08,1.0,1000,0.0,0.0,
Mabra BAVSA Pesos Plus - Clase E - Ley Nº 27.743,ARS,2026-04-08,1.0,1000,,,
MAF Renta Balanceada - Clase U,ARS,2026-04-08,2.0,190357.41,0.646,3.643,41.956
MAF Renta Mixta,ARS,2026-04-08,2.0,193114.438,0.544,1.279,42.298
Novus Balanceado - Clase A,ARS,2026-04-08,1.0,1730.9,0.344,8.47,36.622
Novus Balanceado - Clase B,ARS,2026-04-08,1.0,1761.167,0.344,8.47,36.62
Novus Balanceado - Clase C,ARS,2026-04-08,1.0,3599.491,0.0,0.0,0.0
Novus Balanceado - Clase D,ARS,2026-04-08,1.0,6569.175,0.0,0.0,0.0
Novus Balanceado - Clase E,ARS,2026-04-08,1.0,1322.067,0.379,8.996,31.743
Novus Balanceado - Clase F,ARS,2026-04-08,1.0,1037.525,0.0,0.0,0.0
Novus Balanceado - Clase G,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Novus Balanceado - Clase H,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Novus Gestion - Clase A,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
Novus Gestion - Clase B,ARS,2026-04-08,2.0,1805.11,0.712,12.773,47.484
Novus Gestion - Clase C,ARS,2026-04-08,2.0,990.534,0.0,0.0,0.0
Novus Gestion - Clase D,ARS,2026-04-08,2.0,1071.85,0.0,0.0,0.0
Novus Gestion - Clase E,ARS,2026-04-08,2.0,1555.444,0.0,0.0,10.054
Novus Gestion - Clase F,ARS,2026-04-08,2.0,2081.175,0.712,12.774,47.484
Novus Gestion - Clase G,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
Novus Gestion - Clase H,ARS,2026-04-08,2.0,2104.715,0.712,12.774,47.484
Novus Gestion - Clase I Ley N° 27.743,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
Novus Gestion II - Clase A,ARS,2026-04-08,1.0,1619.081,0.493,11.588,48.572
Novus Gestion II - Clase B,ARS,2026-04-08,1.0,1636.953,0.509,11.828,49.765
Novus Gestion II - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Novus Multiestrategia - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Novus Multiestrategia - Clase B,ARS,2026-04-08,1.0,1413.214,0.313,7.396,29.805
Novus Multiestrategia - Clase C,ARS,2026-04-08,1.0,1083.151,0.0,0.0,0.0
Novus Multiestrategia - Clase D,ARS,2026-04-08,1.0,1496.729,0.313,7.396,29.804
Novus Multiestrategia - Clase E,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Novus Multiestrategia - Clase F,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Novus Multiestrategia - Clase G,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Novus Multiestrategia - Clase H,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Novus Performance - Clase A,ARS,2026-04-08,1.0,2274.235,0.765,10.035,48.225
Novus Performance - Clase B,ARS,2026-04-08,1.0,2290.88,0.772,10.141,48.765
Novus Performance - Clase C,ARS,2026-04-08,1.0,2279.056,0.765,10.035,48.225
Novus Performance - Clase D,ARS,2026-04-08,1.0,2303.519,0.777,10.222,49.172
Novus Performance - Clase E,ARS,2026-04-08,1.0,2089.595,0.765,10.035,48.225
Novus Performance - Clase F,ARS,2026-04-08,1.0,2273.508,0.772,10.142,48.766
Novus Performance - Clase G,ARS,2026-04-08,1.0,2257.098,0.765,10.035,48.225
Novus Performance - Clase H,ARS,2026-04-08,1.0,1449.275,0.0,0.0,1.829
Novus Performance - Clase I Ley N° 27.743,ARS,2026-04-08,1.0,1133.644,0.765,10.035,13.364
Novus Renta Balanceado - Clase A,ARS,2026-04-08,1.0,1210.841,0.648,3.239,3.239
Novus Renta Balanceado - Clase B,ARS,2026-04-08,1.0,1726.375,0.648,10.104,9.839
Novus Renta Balanceado - Clase C,ARS,2026-04-08,1.0,7714.37,0.648,10.104,40.671
Novus Renta Balanceado - Clase D,ARS,2026-04-08,1.0,14049.549,0.687,10.697,43.513
Novus Renta Balanceado - Clase E,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Novus Renta Balanceado - Clase F,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Novus Renta Balanceado - Clase G,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Novus Renta Balanceado - Clase H,ARS,2026-04-08,1.0,6076.456,0.713,11.099,45.464
Novus Renta Capital - Clase A,ARS,2026-04-08,1.0,1514.29,0.514,9.419,43.981
Novus Renta Capital - Clase B,ARS,2026-04-08,1.0,1513.099,0.514,9.439,43.899
Novus Renta Capital - Clase C,ARS,2026-04-08,1.0,1382.55,0.0,0.0,31.455
Novus Renta Mixta - Clase A,ARS,2026-04-08,1.0,1910.631,-1.079,4.331,37.677
Novus Renta Mixta - Clase B,ARS,2026-04-08,1.0,1517.293,0.0,0.0,6.807
Novus Renta Mixta - Clase C,ARS,2026-04-08,1.0,1877.902,0.0,-0.454,31.364
Novus Renta Mixta - Clase D,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Novus Renta Mixta - Clase E,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Novus Renta Mixta - Clase F,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Novus Renta Mixta - Clase G,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Novus Renta Mixta - Clase H,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Pellegrini Agro FCI - Clase A,ARS,2026-04-08,1.0,113734.543,0.048,1.538,36.686
Pellegrini Agro FCI - Clase B,ARS,2026-04-08,1.0,60317.06,0.058,1.677,37.373
Pionero Multiestrategia Mix - Clase B,ARS,2026-04-08,2.0,1659.723,0.0,0.0,0.0
Pionero Multiestrategia Plus - Clase B,ARS,2026-04-08,2.0,1659.723,0.0,0.0,0.0
SBS Patrimonio IX - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,
SBS Patrimonio IX - Clase B,ARS,2026-04-08,1.0,983.367,0.96,-2.775,
SBS Patrimonio V - Clase A,ARS,2026-04-08,1.0,4308.9,0.64,3.055,34.169
SBS Patrimonio V - Clase B,ARS,2026-04-08,1.0,4668.933,0.683,3.662,37.14
SBS Patrimonio V - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
SBS Patrimonio VI - Clase A,ARS,2026-04-08,1.0,9506.151,0.894,0.109,36.301
SBS Patrimonio VI - Clase B,ARS,2026-04-08,1.0,9951.404,0.918,0.446,38.016
SBS Patrimonio VI - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
SBS Patrimonio VIII - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,
SBS Patrimonio VIII - Clase B,ARS,2026-04-08,1.0,1269.005,0.568,12.717,
Schroder Balanceado - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Schroder Balanceado - Clase B,ARS,2026-04-08,1.0,137922.627,0.791,5.49,33.78
Schroder Balanceado - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Schroder Multiactivos - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Schroder Multiactivos - Clase B,ARS,2026-04-08,1.0,145866.759,0.783,13.971,51.746
Schroder Multiactivos - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Schroder Renta Global Dos - Clase A,ARS,2026-04-08,1.0,515.736,0.0,0.0,0.0
Schroder Renta Global Dos - Clase B,ARS,2026-04-08,1.0,52218.964,0.791,8.819,46.354
Schroder Renta Global Dos - Clase C,ARS,2026-04-08,1.0,515.736,0.0,0.0,0.0
Schroder Retorno Absoluto - Clase A,ARS,2026-04-08,1.0,7491.664,0.0,0.0,0.0
Schroder Retorno Absoluto - Clase B,ARS,2026-04-08,1.0,2788584.881,0.821,14.018,58.067
Schroder Retorno Absoluto - Clase C,ARS,2026-04-08,1.0,7491.664,0.0,0.0,0.0
Superfondo Renta Balance II - Clase B,ARS,2026-04-08,1.0,1064.671,0.767,6.467,
1810 Renta Mixta,ARS,2026-04-08,1.0,25100.489,0.201,10.325,39.143
Adcap Cima Renta Total - Clase A,ARS,2026-04-08,3.0,4790.162,,,
Adcap Cima Renta Total - Clase B,ARS,2026-04-08,3.0,16649.506,,,
Adcap Cima Renta Total - Clase C,ARS,2026-04-08,3.0,84075.438,,,
Allaria Gestion - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Allaria Gestion - Clase B,ARS,2026-04-08,1.0,25916.175,0.549,3.727,24.765
Allaria Renta Balanceada I - Clase A,ARS,2026-04-08,1.0,6325.643,0.0,0.0,0.0
Allaria Renta Balanceada I - Clase B,ARS,2026-04-08,1.0,188586.684,0.789,12.046,54.816
Alpha Planeamiento Dinamico - Clase A,ARS,2026-04-08,1.0,35813666.387,0.04,4.1,42.314
Alpha Planeamiento Dinamico - Clase B,ARS,2026-04-08,1.0,48661426.314,0.04,4.1,42.314
Alpha Planeamiento Dinamico - Clase C,ARS,2026-04-08,1.0,341.338,-0.632,3.458,-4.484
Alpha Planeamiento Dinamico - Clase D,ARS,2026-04-08,1.0,34251.998,-0.586,7.866,36.41
Alpha Planeamiento Dinamico - Clase I,ARS,2026-04-08,1.0,339.841,-0.632,3.457,-4.484
Alpha Planeamiento Dinamico - Clase J,ARS,2026-04-08,1.0,1300.071,0.0,0.0,0.0
Alpha Planeamiento Dinamico - Clase K,ARS,2026-04-08,1.0,5757.488,0.04,4.1,42.314
Alpha Planeamiento Equilibrado - Clase A,ARS,2026-04-08,1.0,24174766.803,0.429,8.766,48.729
Alpha Planeamiento Equilibrado - Clase B,ARS,2026-04-08,1.0,33529058.659,0.429,8.766,48.729
Alpha Planeamiento Equilibrado - Clase C,ARS,2026-04-08,1.0,327.717,-0.632,3.457,-4.484
Alpha Planeamiento Equilibrado - Clase D,ARS,2026-04-08,1.0,22096.403,-0.206,12.512,42.203
Alpha Planeamiento Equilibrado - Clase I,ARS,2026-04-08,1.0,326.427,-0.632,3.457,-4.484
Alpha Planeamiento Equilibrado - Clase J,ARS,2026-04-08,1.0,1144.345,0.0,0.0,0.0
Alpha Planeamiento Equilibrado - Clase K,ARS,2026-04-08,1.0,4054.202,0.429,8.766,48.729
Argentaria BAVSA Global - Clase B,ARS,2026-04-08,2.0,1904.979,-2.163,-2.873,49.166
Argentaria BAVSA Global - Clase D,ARS,2026-04-08,2.0,1866.326,-2.163,-2.874,49.165
Argentaria BAVSA Global - Clase E,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
Argentaria BAVSA Global - Clase K Ley Nº 27.743,ARS,2026-04-08,2.0,1000,,,
Argentaria BAVSA Global - Clase L Ley Nº 27.743,ARS,2026-04-08,2.0,1000,,,
Arpenta (ex Mercosur),ARS,2026-04-08,2.0,19284369.602,-0.374,12.501,51.011
Axis Estrategia 17 - Clase A,ARS,2026-04-08,1.0,2610.259,-0.034,4.031,59.534
Axis Estrategia 17 - Clase B,ARS,2026-04-08,1.0,2610.258,-0.034,4.031,59.534
Axis Estrategia 17 - Clase X Ley N° 27.743,ARS,2026-04-08,1.0,1658.586,0.0,-5.664,44.666
Axis Estrategia 17 - Clase Y Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Balanz Retorno Total - Clase A,ARS,2026-04-08,1.0,684091.341,0.604,5.657,44.995
Balanz Retorno Total - Clase B,ARS,2026-04-08,1.0,706014.521,0.609,5.725,45.344
Balanz Retorno Total - Clase C,ARS,2026-04-08,1.0,23335.893,0.0,0.0,38.208
Balanz Retorno Total - Clase D,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Balanz Retorno Total - Clase E,ARS,2026-04-08,1.0,617.807,0.0,0.0,0.0
Balanz Retorno Total - Clase F,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Balanz Retorno Total - Clase G,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Balanz Retorno Total - Clase L Ley Nº 27.743,ARS,2026-04-08,1.0,1644.067,0.0,0.366,37.733
Compass Renta Mixta - Clase A,ARS,2026-04-08,1.0,119227.772,0.458,10.98,47.831
Compass Renta Mixta - Clase B,ARS,2026-04-08,1.0,116376.387,0.45,10.81,46.962
Compass Renta Mixta - Clase C,ARS,2026-04-08,1.0,121282.452,0.458,10.98,47.831
Compass Renta Plus - Clase A,ARS,2026-04-08,2.0,46211.184,0.763,6.06,34.421
Compass Renta Plus - Clase B,ARS,2026-04-08,2.0,44936.155,0.755,5.884,33.568
Compass Renta Plus - Clase C,ARS,2026-04-08,2.0,47164.06,0.763,6.06,34.421
Consultatio Arbitraje - Clase A,ARS,2026-04-08,2.0,25494.982,-1.273,1.693,23.18
Consultatio Arbitraje - Clase B,ARS,2026-04-08,2.0,27558.044,-1.259,1.898,24.107
Consultatio Arbitraje - Clase C,ARS,2026-04-08,2.0,28329.429,-1.259,1.898,24.107
Consultatio Tactico - Clase A,ARS,2026-04-08,5.0,69025.13,1.232,11.531,46.593
Consultatio Tactico - Clase B,ARS,2026-04-08,5.0,64219.808,1.191,10.899,43.525
Consultatio Tactico - Clase C,ARS,2026-04-08,5.0,60029.021,1.191,10.899,43.525
Dracma Multiestrategia - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Dracma Multiestrategia - Clase B,ARS,2026-04-08,1.0,2014.1,0.902,1.446,23.111
Dracma Multiestrategia - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Dracma Multiestrategia - Clase D,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Fundcorp Crecimiento - Clase A,ARS,2026-04-08,1.0,3.501,-0.029,,
Fundcorp Crecimiento - Clase B,ARS,2026-04-08,1.0,3.501,-0.029,,
Fundcorp Crecimiento - Clase C,ARS,2026-04-08,1.0,3.501,-0.029,,
GMC Retorno Total III - Clase F,ARS,2026-04-08,1.0,1048.2,0.847,,
GMC Retorno Total IV - Clase B,ARS,2026-04-08,1.0,1015,0.0,,
GMC Retorno Total IV - Clase C,ARS,2026-04-08,1.0,1065.3,0.481,,
GSS III - Clase A,ARS,2026-04-08,2.0,482521.999,1.037,14.978,49.55
GSS III - Clase B,ARS,2026-04-08,2.0,415668.147,1.027,14.833,48.84
HF Balanceado - Clase C,ARS,2026-04-08,1.0,6567.261,0.661,-1.744,22.539
HF Balanceado - Clase G,ARS,2026-04-08,1.0,82163.333,0.661,-1.745,22.537
HF Balanceado - Clase I,ARS,2026-04-08,1.0,2796.586,0.0,0.0,10.21
IAM Renta Mixta - Clase A,ARS,2026-04-08,2.0,3800.486,1.254,-7.007,16.273
IAM Renta Mixta - Clase B,ARS,2026-04-08,2.0,4200.43,1.293,-6.505,18.63
IAM Renta Mixta - Clase C,ARS,2026-04-08,2.0,4138.358,1.293,-6.505,18.631
IAM Renta Mixta - Clase D,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
IEB Multiestrategia II - Clase B,ARS,2026-04-08,2.0,24082,1.639,3.378,35.614
IEB Multiestrategia II - Clase Ley N° 27.743,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
IEB Multiestrategia III - Clase A,ARS,2026-04-08,2.0,1128.687,0.0,0.0,0.0
IEB Multiestrategia III - Clase B,ARS,2026-04-08,2.0,4910.282,0.386,0.551,-3.679
IEB Multiestrategia III - Clase Ley N° 27.743,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
IEB Multiestrategia IV - Clase A,ARS,2026-04-08,2.0,1543.583,0.0,0.0,0.0
IEB Multiestrategia IV - Clase B,ARS,2026-04-08,2.0,4417.044,0.401,7.457,40.866
IEB Multiestrategia IV - Clase Ley N° 27.743,ARS,2026-04-08,2.0,1000,0.0,0.0,0.0
IEB Multiestrategia V - Clase A,ARS,2026-04-08,2.0,2249.47,0.53,10.8,40.006
IEB Multiestrategia V - Clase B,ARS,2026-04-08,2.0,8278.184,0.54,10.949,40.709
IEB Multiestrategia V - Clase Ley N° 27.743,ARS,2026-04-08,2.0,1646.367,0.53,10.8,40.006
MAF Gestión Activa - Clase A,ARS,2026-04-08,2.0,1000.422,,,
MAF Gestión Activa - Clase B,ARS,2026-04-08,2.0,75210.607,0.53,7.956,40.424
MAF Gestión Activa - Clase C,ARS,2026-04-08,2.0,3892.288,0.0,0.0,0.0
MAF Gestión Activa - Clase D,ARS,2026-04-08,2.0,1000,,,
Pellegrini Integral - Clase A,ARS,2026-04-08,1.0,175045.509,-0.417,0.722,31.079
Pellegrini Integral - Clase B,ARS,2026-04-08,1.0,184997.274,-0.407,0.86,31.738
Pellegrini Retorno Total - Clase A,ARS,2026-04-08,1.0,19257.629,0.658,11.663,35.301
Pellegrini Retorno Total - Clase B,ARS,2026-04-08,1.0,23895.703,0.709,12.457,38.875
Pionero Horizonte - Clase A,ARS,2026-04-08,1.0,1000,0.0,,
Pionero Horizonte - Clase B,ARS,2026-04-08,1.0,1000,0.0,,
Pionero Horizonte - Clase C,ARS,2026-04-08,1.0,1000,0.0,,
Pionero Horizonte - Clase D Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,,
Pionero Patrimonio I - Clase A,ARS,2026-04-08,1.0,1934.776,0.381,8.773,38.788
Pionero Patrimonio I - Clase B,ARS,2026-04-08,1.0,1955.106,0.392,8.936,39.555
Pionero Patrimonio I - Clase C Ley N° 27.743,ARS,2026-04-08,1.0,1694.384,0.387,8.854,39.17
Pionero Recovery - Clase A,ARS,2026-04-08,1.0,2868.823,0.016,-0.702,56.01
Pionero Recovery - Clase B,ARS,2026-04-08,1.0,2910.822,0.03,-0.513,57.109
Pionero Recovery - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Premier Commodities - Clase A,ARS,2026-04-08,1.0,448038.961,0.365,10.628,77.572
Premier Commodities - Clase B,ARS,2026-04-08,1.0,402212.828,0.352,10.42,76.333
Premier Commodities - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Premier Inversion - Clase A,ARS,2026-04-08,1.0,11546.579,0.323,7.817,12.113
Premier Inversion - Clase B,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Premier Inversion - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Premier Renta Mixta - Clase A,ARS,2026-04-08,1.0,65842.25,0.89,0.368,40.316
Premier Renta Mixta - Clase B,ARS,2026-04-08,1.0,50286.507,0.876,0.183,39.346
Premier Renta Mixta - Clase C,ARS,2026-04-08,1.0,5844.156,0.532,0.0,40.468
Probolsa,ARS,2026-04-08,3.0,69476.786,-0.432,10.838,56.143
Quiron Renta Mixta - Clase A,ARS,2026-04-08,1.0,1889.064,-1.231,-7.269,35.721
Quiron Renta Mixta - Clase B,ARS,2026-04-08,1.0,2028.789,-1.231,-7.269,35.801
Quiron Renta Mixta - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Quiron Renta Mixta - Clase Ley Nº 27.743,ARS,2026-04-08,1.0,1238.878,0.0,4.112,46.099
SBS Balanceado - Clase A,ARS,2026-04-08,1.0,135805.923,1.085,6.294,32.597
SBS Balanceado - Clase B,ARS,2026-04-08,1.0,144275.775,1.104,6.58,33.933
SBS Balanceado - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Schroder Renta Global - Clase A,ARS,2026-04-08,1.0,482.318,0.0,0.0,0.0
Schroder Renta Global - Clase B,ARS,2026-04-08,1.0,50438.325,1.03,2.802,35.828
Schroder Renta Global - Clase C,ARS,2026-04-08,1.0,482.318,0.0,0.0,0.0
SF Value - Clase A,ARS,2026-04-08,1.0,62767.136,0.58,3.545,48.848
Toronto Trust Balanceado - Clase A,ARS,2026-04-08,1.0,1283.157,0.422,8.552,
Toronto Trust Balanceado - Clase B,ARS,2026-04-08,1.0,3734.884,0.428,8.64,18.479
Toronto Trust Balanceado - Clase C,ARS,2026-04-08,1.0,1252.633,0.426,8.611,
Wise Capital Focus I - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,
Wise Capital Focus I - Clase B,ARS,2026-04-08,1.0,1293.837,0.671,9.918,
Wise Capital Focus II - Clase A,ARS,2026-04-08,1.0,1116.646,0.271,7.054,
Wise Capital Focus II - Clase B,ARS,2026-04-08,1.0,1090.542,0.271,4.227,
Wise Capital Foreign Equity - Clase A,ARS,2026-04-08,1.0,1000,,,
Wise Capital Foreign Equity - Clase B,ARS,2026-04-08,1.0,1000,,,
Wise Capital Foreign Equity - Clase C,ARS,2026-04-08,1.0,1000,,,
Wise Capital Legacy - Clase A,ARS,2026-04-08,1.0,925.022,-0.389,-16.39,
Wise Capital Legacy - Clase B,ARS,2026-04-08,1.0,894.976,-0.475,-17.394,
Wise Capital Multistrategy - Clase A,ARS,2026-04-08,1.0,568.546,-0.421,-12.467,-13.882
Wise Capital Multistrategy - Clase B,ARS,2026-04-08,1.0,741.259,-0.421,-12.467,-13.882
Wise Capital Multistrategy - Clase J Ley N° 27.743,ARS,2026-04-08,1.0,823.668,0.0,-0.243,-1.857
Adcap Gestión Estratégica I - Clase A,ARS,2026-04-08,1.0,1079.105,,,
Adcap Gestión Estratégica I - Clase B,ARS,2026-04-08,1.0,3211.716,,,
Adcap Gestión Estratégica I - Clase Ley N° 27.743,ARS,2026-04-08,1.0,1079.105,,,
Allaria Calificado - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,
Allaria Calificado - Clase B,ARS,2026-04-08,1.0,973.29,0.983,-2.671,
Allaria Calificado - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,
Allaria Calificado - Clase D,ARS,2026-04-08,1.0,1000,0.0,0.0,
Allaria Calificado II - Clase A,ARS,2026-04-08,1.0,1000,0.0,,
Allaria Calificado II - Clase B,ARS,2026-04-08,1.0,1000,0.0,,
Allaria Calificado II - Clase C,ARS,2026-04-08,1.0,1000,0.0,,
Allaria Calificado II - Clase D,ARS,2026-04-08,1.0,1000,0.0,,
Allaria Cobertura Dinamica - Clase A,ARS,2026-04-08,1.0,6193.904,0.852,-2.854,23.063
Allaria Cobertura Dinamica - Clase B,ARS,2026-04-08,1.0,6295.868,0.857,-2.788,23.371
Allaria Cobertura Dinamica - Clase C,ARS,2026-04-08,1.0,3298.291,0.0,0.0,0.0
Allaria Dinamico II - Clase A,ARS,2026-04-08,1.0,6655.878,0.57,13.122,48.757
Allaria Dinamico II - Clase B,ARS,2026-04-08,1.0,5748.697,0.0,0.0,23.581
Allaria Dinamico II - Clase C,ARS,2026-04-08,1.0,2721.337,0.0,0.0,0.0
Allaria Dinamico II - Clase D,ARS,2026-04-08,1.0,7328.795,0.606,13.701,51.611
Allaria Diversificado - Clase A,ARS,2026-04-08,1.0,154999.204,1.481,7.605,38.843
Allaria Diversificado - Clase B,ARS,2026-04-08,1.0,118000.638,0.0,0.0,9.84
Allaria Diversificado - Clase C,ARS,2026-04-08,1.0,69359.021,1.505,7.961,40.562
Allaria Diversificado - Clase Ley Nº 27.743,ARS,2026-04-08,1.0,1546.028,,,
Allaria Gestion II - Clase A,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Allaria Gestion II - Clase B,ARS,2026-04-08,1.0,1182.153,0.0,0.0,0.0
Allaria Gestion II - Clase C,ARS,2026-04-08,1.0,2187.559,0.878,13.601,61.095
Allaria Gestion IV - Clase A,ARS,2026-04-08,1.0,1070.806,-1.279,7.081,7.081
Allaria Gestion IV - Clase B,ARS,2026-04-08,1.0,1075.768,-1.279,7.08,7.577
Allaria Gestion IV - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Allaria Patrimonio IV - Clase A,ARS,2026-04-08,1.0,10488.966,0.0,3.25,33.758
Allaria Patrimonio IV - Clase B,ARS,2026-04-08,1.0,10760.118,0.0,4.141,36.215
Allaria Patrimonio IV - Clase C,ARS,2026-04-08,1.0,1084.465,0.0,0.0,0.0
Allaria Renta Mixta - Clase A,ARS,2026-04-08,1.0,8943.311,0.0,0.0,0.0
Allaria Renta Mixta - Clase B,ARS,2026-04-08,1.0,543475.933,0.432,7.852,39.855
Allaria Renta Mixta - Clase C,ARS,2026-04-08,1.0,75751.902,0.0,0.0,20.355
Avantia Multiestrategia - Clase A,ARS,2026-04-08,1.0,1362.889,0.608,10.082,36.289
Avantia Multiestrategia - Clase B,ARS,2026-04-08,1.0,1432.231,0.608,10.081,43.261
Avantia Multiestrategia - Clase C,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Avantia Multiestrategia - Clase X Ley N°27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Avantia Multiestrategia - Clase Y Ley N°27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,0.0
Axis Capital 1 - Clase B,ARS,2026-04-08,1.0,20387.965,0.636,9.114,45.238
Axis Estrategia 10 - Clase A,ARS,2026-04-08,1.0,2410.601,0.313,9.054,41.783
Axis Estrategia 10 - Clase B,ARS,2026-04-08,1.0,2742.53,0.313,9.054,41.782
Axis Estrategia 11 - Clase A,ARS,2026-04-08,1.0,3574.443,0.681,10.22,52.09
Axis Estrategia 11 - Clase B,ARS,2026-04-08,1.0,3569.563,0.681,10.22,52.091
Axis Estrategia 12 - Clase A,ARS,2026-04-08,1.0,1528.539,1.066,13.925,51.75
Axis Estrategia 12 - Clase B,ARS,2026-04-08,1.0,2220.776,1.065,13.757,34.224
Axis Estrategia 12 - Clase X Ley N° 27.743,ARS,2026-04-08,1.0,1346.49,0.0,1.086,
Axis Estrategia 12 - Clase Y Ley N° 27.743,ARS,2026-04-08,1.0,1000,0.0,0.0,
Axis Estrategia 13 - Clase A,ARS,2026-04-08,1.0,1613.001,0.701,6.909,42.932
Axis Estrategia 13 - Clase B,ARS,2026-04-08,1.0,1678.033,0.701,6.909,42.933
Axis Estrategia 14 - Clase A,ARS,2026-04-08,1.0,1696.251,0.903,2.136,39.98
Axis Estrategia 14 - Clase B,ARS,2026-04-08,1.0,1707.729,0.911,2.246,40.543
Axis Estrategia 14 - Clase X Ley N° 27.743,ARS,2026-04-08,1.0,1590.454,0.903,2.136,39.979
