Nombre_Fondo,Moneda,Fecha,Plazo_Liquidacion,Valor_Cuotaparte_Actual,Rendimiento_Del_Dia_%,Rendimiento_Del_Mes_%,Rendimiento_Del_Anio_%
FBA Renta Publica I - Clase A,ARS,2026-04-08,1.0,17748.436,0.579,14.093,46.283
FBA Renta Publica I - Clase B,ARS,2026-04-08,1.0,18151.8,0.59,14.277,47.165
MEGAQM Estrategia 5 - Clase A,ARS,2026-04-08,1.0,3115.579,0.0,0.0,0.0
MEGAQM Estrategia 5 - Clase B,ARS,2026-04-08,1.0,26880.413,0.711,10.984,32.535
Pionero Renta Pesos - Clase A,ARS,2026-04-08,1.0,311133.127,0.458,9.196,37.54
Pionero Renta Pesos - Clase B,ARS,2026-04-08,1.0,102191.874,0.467,9.343,38.231
Delta Performance - Clase A,ARS,2026-04-08,0.0,57813.127,0.439,10.088,39.518
Delta Performance - Clase B,ARS,2026-04-08,0.0,79665.95,0.453,10.31,40.568
Delta Performance - Clase E,ARS,2026-04-08,0.0,19082.571,0.0,0.0,28.832
Mercado de Dinero Peso Argentina,,2026-04-08,,,,,
1810 Ahorro,ARS,2026-04-08,0.0,219783.609,0.405,6.758,31.684
1822 Raices Ahorro Pesos,ARS,2026-04-08,0.0,34919.903,0.409,7.316,34.675
Adcap Ahorro Dinámico Fondo de Dinero - Clase A,ARS,2026-04-08,0.0,3486.476,0.446,7.505,36.488
Adcap Ahorro Dinámico Fondo de Dinero - Clase B,ARS,2026-04-08,0.0,3547.486,0.464,7.859,38.426
Adcap Ahorro Dinámico Fondo de Dinero - Clase C,ARS,2026-04-08,0.0,3686.401,0.47,8.124,40.237
Adcap Ahorro Dinámico Fondo de Dinero - Clase G,ARS,2026-04-08,0.0,1031.867,0.504,,
Adcap Ahorro Dinámico Fondo de Dinero - Clase Ley Nº 27.743,ARS,2026-04-08,0.0,1597.18,,,
Adcap Ahorro Pesos Fondo de Dinero - Clase A,ARS,2026-04-08,0.0,17497.59,0.408,7.196,34.354
Adcap Ahorro Pesos Fondo de Dinero - Clase B,ARS,2026-04-08,0.0,18586.433,0.425,7.456,35.572
Adcap Ahorro Pesos Fondo de Dinero - Clase C,ARS,2026-04-08,0.0,18824.705,0.431,7.545,35.994
Adcap Ahorro Pesos Fondo de Dinero - Clase G,ARS,2026-04-08,0.0,1093.434,0.461,7.96,
Adcap Ahorro Pesos Fondo de Dinero - Clase H,ARS,2026-04-08,0.0,14285.714,,,
Adcap Ahorro Pesos Fondo de Dinero - Clase H1,ARS,2026-04-08,0.0,1396.506,0.408,7.194,34.33
Adcap Ahorro Pesos Fondo de Dinero - Clase H2,ARS,2026-04-08,0.0,1000,,,
Adcap Ahorro Pesos Fondo de Dinero - Clase H3,ARS,2026-04-08,0.0,1000,,,
Adcap Ahorro Pesos Fondo de Dinero - Clase H4,ARS,2026-04-08,0.0,1000,,,
Adcap Ahorro Pesos Fondo de Dinero - Clase H5,ARS,2026-04-08,0.0,1000,,,
Adcap Ahorro Pesos Fondo de Dinero - Clase H6,ARS,2026-04-08,0.0,1000,,,
Adcap Ahorro Pesos Fondo de Dinero - Clase H7,ARS,2026-04-08,0.0,1000,,,
Adcap Ahorro Pesos Fondo de Dinero - Clase H8,ARS,2026-04-08,0.0,1000,,,
Adcap Ahorro Pesos Fondo de Dinero - Clase H9,ARS,2026-04-08,0.0,1000,,,
Adcap Ahorro Pesos Fondo de Dinero - Clase I,ARS,2026-04-08,0.0,19290.896,0.427,7.484,35.708
Adcap Ahorro Pesos Fondo de Dinero - Clase Ley Nº 27.743,ARS,2026-04-08,0.0,1604.019,0.408,7.187,34.343
Allaria Ahorro - Clase A,ARS,2026-04-08,0.0,98179.029,0.397,6.821,33.241
Allaria Ahorro - Clase B,ARS,2026-04-08,0.0,100825.874,0.402,6.893,33.574
Allaria Ahorro - Clase C,ARS,2026-04-08,0.0,30658.975,0.416,7.109,34.58
Allaria Ahorro - Clase E,ARS,2026-04-08,0.0,98825.181,0.415,7.08,
Allaria Ahorro - Clase Ley Nº 27.743,ARS,2026-04-08,0.0,1507.872,,,
Alpha Pesos - Clase A,ARS,2026-04-08,0.0,95470.278,0.405,6.687,31.536
Alpha Pesos - Clase B,ARS,2026-04-08,0.0,80105.427,0.38,6.33,29.902
Alpha Pesos - Clase J,ARS,2026-04-08,0.0,1709.444,0.0,0.0,0.875
Alpha Pesos - Clase K,ARS,2026-04-08,0.0,5491.431,0.38,6.33,29.902
Argenfunds Liquidez - Clase A,ARS,2026-04-08,0.0,16491.684,0.389,6.201,30.322
Argenfunds Liquidez - Clase B,ARS,2026-04-08,0.0,17986.581,0.414,6.565,31.992
Argenfunds Liquidez - Clase G Ley N° 27.743,ARS,2026-04-08,0.0,1209.812,0.389,6.201,
Balanz Capital Money Market - Clase A,ARS,2026-04-08,0.0,11568.966,0.39,6.726,32.272
Balanz Capital Money Market - Clase B,ARS,2026-04-08,0.0,11859.462,0.4,6.869,32.936
Balanz Capital Money Market - Clase C,ARS,2026-04-08,0.0,12202.753,0.406,6.955,33.336
Balanz Capital Money Market - Clase D,ARS,2026-04-08,0.0,12046.735,0.408,6.984,33.469
Balanz Capital Money Market - Clase E,ARS,2026-04-08,0.0,1000,0.0,0.0,0.0
Balanz Capital Money Market - Clase F,ARS,2026-04-08,0.0,1000,0.0,0.0,0.0
Balanz Capital Money Market - Clase H,ARS,2026-04-08,0.0,1000,0.0,0.0,
Balanz Capital Money Market - Clase L Ley N° 27.743,ARS,2026-04-08,0.0,1579.63,0.39,6.725,32.271
BAVSA Ahorro - Clase A,ARS,2026-04-08,0.0,1890.297,0.411,6.276,30.127
BAVSA Ahorro - Clase B,ARS,2026-04-08,0.0,1913.475,0.421,6.418,30.779
BAVSA Ahorro - Clase C Ley Nº 27.743,ARS,2026-04-08,0.0,1443.809,,,
BAVSA Ahorro - Clase D Ley Nº 27.743,ARS,2026-04-08,0.0,1464.833,,,
BM Smart Money Market - Clase A,ARS,2026-04-08,0.0,9404.436,0.399,6.58,30.85
BM Smart Money Market - Clase B,ARS,2026-04-08,0.0,9869.457,0.409,6.723,31.576
Chaco FCI Money Market - Clase A,ARS,2026-04-08,0.0,2375.305,0.439,7.542,36.574
Chaco FCI Money Market - Clase B,ARS,2026-04-08,0.0,2369.887,0.439,7.542,36.574
Champaquí Fondo Inmediato - Clase A,ARS,2026-04-08,0.0,11871.967,0.395,6.687,32.345
Champaquí Fondo Inmediato - Clase B,ARS,2026-04-08,0.0,12344.974,0.416,7.015,33.866
Champaquí Fondo Inmediato - Clase C,ARS,2026-04-08,0.0,12400.82,0.422,7.093,34.229
Champaquí Fondo Inmediato Plus - Clase A,ARS,2026-04-08,0.0,6740.626,0.43,6.949,34.228
Champaquí Fondo Inmediato Plus - Clase B,ARS,2026-04-08,0.0,6979.789,0.452,7.278,35.771
Champaquí Fondo Inmediato Plus - Clase C,ARS,2026-04-08,0.0,1043.207,0.0,0.95,
Champaquí Fondo Inmediato Plus - Clase D,ARS,2026-04-08,0.0,7045.044,0.457,7.356,36.138
Cocos Ahorro - Clase A,ARS,2026-04-08,0.0,2202.47,0.375,6.175,31.058
Cocos Ahorro - Clase B,ARS,2026-04-08,0.0,2227.24,0.384,6.317,31.717
Cocos Ahorro - Clase C,ARS,2026-04-08,0.0,1857.995,0.384,6.317,30.816
Cocos Ahorro - Clase D,ARS,2026-04-08,0.0,1000,,,
Cocos Ahorro - Clase Ley N° 27.743,ARS,2026-04-08,0.0,1459.236,0.375,6.174,31.058
Compass Liquidez - Clase A,ARS,2026-04-08,0.0,11479.542,0.376,6.097,32.191
Compass Liquidez - Clase B,ARS,2026-04-08,0.0,11953.311,0.393,6.34,33.321
Compass Liquidez - Clase C,ARS,2026-04-08,0.0,12619.021,0.399,6.425,33.722
Compass Liquidez - Clase D,ARS,2026-04-08,0.0,1049.395,0.423,,
Compass Liquidez - Clase E,ARS,2026-04-08,0.0,1049.395,0.423,,
Compass Liquidez - Clase H Ley 27.743,ARS,2026-04-08,0.0,1570.423,0.376,6.097,32.19
Compass Liquidez - Clase I Ley 27.743,ARS,2026-04-08,0.0,1576.887,0.393,6.339,33.31
ConoSur Liquidez - Clase A,ARS,2026-04-08,0.0,1235.664,0.381,6.981,
ConoSur Liquidez - Clase B,ARS,2026-04-08,0.0,1236.594,0.382,7.01,
ConoSur Liquidez - Clase C,ARS,2026-04-08,0.0,1248.224,0.398,7.24,
ConoSur Liquidez - Clase D,ARS,2026-04-08,0.0,1231.318,0.382,7.01,
Consultatio Fondo de Dinero - Clase A,ARS,2026-04-08,0.0,5392.289,-0.371,-5.126,-12.042
Consultatio Fondo de Dinero - Clase B,ARS,2026-04-08,0.0,5378.543,-0.431,-5.916,-13.729
Consultatio Fondo de Dinero - Clase C,ARS,2026-04-08,0.0,5868.153,-0.371,-5.126,-11.007
CYC Liquidez,ARS,2026-04-08,0.0,5626.428,0.43,6.464,30.249
CYC Liquidez - Clase E Ley N° 27.743,ARS,2026-04-08,0.0,1326.8,0.43,6.463,30.248
Delta Pesos - Clase A,ARS,2026-04-08,0.0,45353.217,0.358,5.936,29.761
Delta Pesos - Clase B,ARS,2026-04-08,0.0,93808.318,0.387,6.364,31.722
Delta Pesos - Clase D,ARS,2026-04-08,0.0,7869.872,0.404,6.621,32.913
Delta Pesos - Clase K Ley Nº 27.743,ARS,2026-04-08,0.0,1522.878,0.358,5.936,29.761
Delta Pesos - Clase L Ley Nº 27.743,ARS,2026-04-08,0.0,1118.756,0.0,0.0,0.0
Delta Pesos - Clase M,ARS,2026-04-08,0.0,45353.217,0.358,,
Delta Pesos - Clase X,ARS,2026-04-08,0.0,5459.054,0.397,6.518,32.517
FBA Money Market Pesos Plus - Clase B,ARS,2026-04-08,0.0,1000,0.228,4.294,
FBA Renta Pesos - Clase A,ARS,2026-04-08,0.0,165431.454,0.364,6.417,30.73
FBA Renta Pesos - Clase B,ARS,2026-04-08,0.0,180754.187,0.394,6.874,32.937
FBA Renta Pesos - Clase J Ley Nº 27.743,ARS,2026-04-08,0.0,165478.948,0.364,6.417,30.73
FBA Renta Pesos - Clase K Ley Nº 27.743,ARS,2026-04-08,0.0,180764.277,0.393,6.865,32.925
Fima Premium - Clase A,ARS,2026-04-08,0.0,78808.818,0.37,6.325,30.23
Fima Premium - Clase B,ARS,2026-04-08,0.0,94541.496,0.399,6.746,32.161
Fima Premium - Clase C,ARS,2026-04-08,0.0,95899.888,0.406,6.848,32.631
Fima Premium - Clase P,ARS,2026-04-08,0.0,73439.331,0.38,6.474,30.897
Fundcorp Liquidez - Clase A,ARS,2026-04-08,0.0,16665.593,0.364,7.309,33.571
Fundcorp Liquidez - Clase B,ARS,2026-04-08,0.0,16945.369,0.369,7.381,33.906
Fundcorp Liquidez - Clase C,ARS,2026-04-08,0.0,18113.847,0.383,7.598,34.916
Fundcorp Liquidez - Clase D,ARS,2026-04-08,0.0,1018.73,0.0,0.0,
Galileo Pesos - Clase A,ARS,2026-04-08,0.0,14061.187,0.355,6.452,31.862
Galileo Pesos - Clase B,ARS,2026-04-08,0.0,15657.183,0.391,6.99,34.33
IAM Ahorro Pesos - Clase A,ARS,2026-04-08,0.0,42970.656,0.422,6.773,33.425
IAM Ahorro Pesos - Clase B,ARS,2026-04-08,0.0,48862.283,0.443,7.09,34.904
IAM Ahorro Pesos - Clase C,ARS,2026-04-08,0.0,36655.299,0.449,7.176,35.309
IAM Ahorro Pesos - Clase D,ARS,2026-04-08,0.0,1011.972,0.0,0.0,0.0
IAM Ahorro Pesos - Clase I,ARS,2026-04-08,0.0,1076.402,0.408,6.556,
IEB Ahorro - Clase A,ARS,2026-04-08,0.0,11259.048,0.42,6.708,32.366
IEB Ahorro - Clase B,ARS,2026-04-08,0.0,11337.498,0.43,6.765,32.45
IEB Ahorro - Clase C,ARS,2026-04-08,0.0,9862.093,0.43,6.852,33.031
IEB Ahorro - Clase D,ARS,2026-04-08,0.0,1020.385,0.0,0.0,0.0
IEB Ahorro - Clase E,ARS,2026-04-08,0.0,11924.401,0.43,6.918,33.407
IEB Ahorro - Clase Ley N° 27.743,ARS,2026-04-08,0.0,1562.597,0.42,6.623,32.26
Lombard Renta en Pesos,ARS,2026-04-08,0.0,227987.903,0.435,7.346,34.501
MAF Liquidez - Clase A,ARS,2026-04-08,0.0,1816.132,0.409,7.317,35.418
MAF Liquidez - Clase B,ARS,2026-04-08,0.0,1816.133,0.409,7.317,35.418
MAF Money Market - Clase A,ARS,2026-04-08,0.0,51919.34,0.36,6.428,31.472
MAF Money Market - Clase B,ARS,2026-04-08,0.0,68781.048,0.39,6.872,33.526
MAF Money Market - Clase RAP Ley N° 27.743,ARS,2026-04-08,0.0,1459.525,0.36,6.428,31.472
Max Money Market - Clase A,ARS,2026-04-08,0.0,5038.831,0.409,7.153,33.035
Max Money Market - Clase B,ARS,2026-04-08,0.0,5136.678,0.421,7.326,33.837
Max Money Market - Clase E Ley N° 27.743,ARS,2026-04-08,0.0,1551.186,0.409,7.148,33.028
MEGAQM Pesos - Clase A,ARS,2026-04-08,0.0,49018.293,0.4,6.778,32.494
MEGAQM Pesos - Clase B,ARS,2026-04-08,0.0,52139.108,0.426,7.175,34.339
MEGAQM Pesos - Clase E,ARS,2026-04-08,0.0,1542.881,0.397,6.741,30.601
Mercado Fondo - Clase A,ARS,2026-04-08,0.0,23644.654,0.4,6.747,31.772
Mercado Fondo - Clase B,ARS,2026-04-08,0.0,1128.223,,,
Mercado Fondo - Clase C,ARS,2026-04-08,0.0,11370.862,0.41,6.89,32.402
Mercado Fondo - Clase D,ARS,2026-04-08,0.0,1000,,,
Novus Liquidez Fondo de Dinero - Clase A,ARS,2026-04-08,0.0,7669.018,0.344,6.26,29.427
Novus Liquidez Fondo de Dinero - Clase B,ARS,2026-04-08,0.0,7946.538,0.37,6.646,31.187
Novus Liquidez Fondo de Dinero - Clase C,ARS,2026-04-08,0.0,7657.909,0.344,6.26,29.427
Novus Liquidez Fondo de Dinero - Clase D,ARS,2026-04-08,0.0,8152.44,0.37,6.646,31.187
Novus Liquidez Fondo de Dinero - Clase E,ARS,2026-04-08,0.0,3870.846,0.344,6.26,29.428
Novus Liquidez Fondo de Dinero - Clase F,ARS,2026-04-08,0.0,5341.012,0.37,6.646,31.187
Novus Liquidez Fondo de Dinero - Clase G,ARS,2026-04-08,0.0,3068.371,0.0,0.0,20.519
Novus Liquidez Fondo de Dinero - Clase H,ARS,2026-04-08,0.0,1854.243,0.0,0.0,0.0
Novus Liquidez Fondo de Dinero - Clase X,ARS,2026-04-08,0.0,2765.32,0.344,6.26,29.117
Optimum CDB Pesos Ultra - Clase A,ARS,2026-04-08,0.0,49918.205,,,
Optimum CDB Pesos Ultra - Clase B,ARS,2026-04-08,0.0,58355.727,,,
Optimum Liquidity - Clase A,ARS,2026-04-08,0.0,1000,,,
Optimum Liquidity - Clase B,ARS,2026-04-08,0.0,4652.666,,,
Optimum Liquidity - Clase C,ARS,2026-04-08,0.0,1000,,,
Optimum Liquidity - Clase D,ARS,2026-04-08,0.0,4153.857,,,
Optimum Liquidity - Clase E,ARS,2026-04-08,0.0,4557.619,,,
Parakeet Pesos - Clase A,ARS,2026-04-08,0.0,1512.895,0.331,5.752,29.974
Parakeet Pesos - Clase B,ARS,2026-04-08,0.0,1542.935,0.36,6.186,31.944
Pellegrini Liquidez Pesos Clase A,ARS,2026-04-08,0.0,1182.407,0.265,2.389,
Pellegrini Liquidez Pesos Clase B,ARS,2026-04-08,0.0,1000,0.0,0.0,
Pellegrini Liquidez Pesos Clase C,ARS,2026-04-08,0.0,1023.561,0.265,2.356,
Pellegrini Liquidez Pesos Clase D,ARS,2026-04-08,0.0,1000,0.0,0.0,
Pellegrini Liquidez Pesos Clase E,ARS,2026-04-08,0.0,1000,0.0,0.0,
Pellegrini Renta Pesos - Clase A,ARS,2026-04-08,0.0,23866.004,0.436,7.449,35.69
Pellegrini Renta Pesos - Clase B,ARS,2026-04-08,0.0,24685.934,0.446,7.595,36.371
Pellegrini Renta Pesos - Clase R Ley N° 27.743,ARS,2026-04-08,0.0,1582.291,0.436,7.448,35.69
Pionero Pesos - Clase A,ARS,2026-04-08,0.0,92608.771,0.387,6.543,32.059
Pionero Pesos - Clase B,ARS,2026-04-08,0.0,98685.745,0.412,6.922,33.791
Pionero Pesos - Clase C,ARS,2026-04-08,0.0,7821.332,0.0,0.0,0.0
Pionero Pesos Plus - Clase A,ARS,2026-04-08,0.0,54781.086,0.361,6.36,30.89
Pionero Pesos Plus - Clase B,ARS,2026-04-08,0.0,58339.158,0.387,6.737,32.607
Pionero Pesos Plus - Clase C Ley N° 27.743,ARS,2026-04-08,0.0,7488.376,0.375,6.563,31.812
Premier Renta CP en Pesos - Clase A,ARS,2026-04-08,0.0,172886.567,0.404,6.869,33.099
Premier Renta CP en Pesos - Clase B,ARS,2026-04-08,0.0,154890.862,0.337,5.865,28.532
Premier Renta CP en Pesos - Clase C,ARS,2026-04-08,0.0,23699.992,0.421,7.114,34.316
Premier Renta CP en Pesos - Clase D,ARS,2026-04-08,0.0,4893.573,0.404,6.869,33.098
Quiron Money Market - Clase A,ARS,2026-04-08,0.0,3781.582,0.289,5.593,27.835
Quiron Money Market - Clase B,ARS,2026-04-08,0.0,3878.703,0.304,5.821,28.865
Quiron Money Market - Clase C,ARS,2026-04-08,0.0,1000,0.0,0.0,0.0
SBS Ahorro Pesos - Clase A,ARS,2026-04-08,0.0,144988.858,0.4,6.435,31.078
SBS Ahorro Pesos - Clase B,ARS,2026-04-08,0.0,163422.082,0.41,6.693,32.361
SBS Ahorro Pesos - Clase C,ARS,2026-04-08,0.0,8685.702,0.42,6.836,33.021
SBS Ahorro Pesos - Clase D,ARS,2026-04-08,0.0,8782.339,0.424,6.908,33.359
ST Zero - Clase A,ARS,2026-04-08,0.0,10710.848,0.327,5.854,29.759
ST Zero - Clase B,ARS,2026-04-08,0.0,11158.353,0.331,5.911,30.065
ST Zero - Clase C,ARS,2026-04-08,0.0,11449.807,0.346,6.139,31.111
ST Zero - Clase D,ARS,2026-04-08,0.0,4454.51,0.316,5.683,29.025
ST Zero - Clase E,ARS,2026-04-08,0.0,1449.226,0.316,5.683,29.026
Super Ahorro $ - Clase A,ARS,2026-04-08,0.0,18525.514,0.385,6.636,32.022
Super Ahorro $ - Clase B,ARS,2026-04-08,0.0,22352.716,0.41,7.011,33.755
Super Ahorro $ - Clase G,ARS,2026-04-08,0.0,13252.212,0.385,6.636,32.022
Super Ahorro $ - Clase H,ARS,2026-04-08,0.0,13969.628,0.41,7.011,33.755
Super Ahorro $ - Clase I Ley N° 27.743,ARS,2026-04-08,0.0,14649.474,0.389,6.708,32.353
Super Ahorro $ - Clase L,ARS,2026-04-08,0.0,1014.32,0.447,,
Super Ahorro Plus - Clase A,ARS,2026-04-08,0.0,603355.735,0.389,7.332,35.121
Super Ahorro Plus - Clase B,ARS,2026-04-08,0.0,673640.662,0.407,7.607,36.414
Super Ahorro Plus - Clase G,ARS,2026-04-08,0.0,15227.868,0.389,7.331,36.833
Super Ahorro Plus - Clase H,ARS,2026-04-08,0.0,16461.662,0.407,7.607,37.715
Super Ahorro Plus - Clase I,ARS,2026-04-08,0.0,16665.482,0.447,8.201,39.241
Tandem Renta Pesos - Clase A,ARS,2026-04-08,0.0,1000,0.0,,
Tandem Renta Pesos - Clase B,ARS,2026-04-08,0.0,1000,0.0,,
Tandem Renta Pesos - Clase C,ARS,2026-04-08,0.0,1000,0.0,,
Tandem Renta Pesos - Clase D,ARS,2026-04-08,0.0,1028.931,0.232,,
Tandem Renta Pesos - Clase X,ARS,2026-04-08,0.0,1000,0.0,,
Toronto Trust Ahorro - Clase A,ARS,2026-04-08,0.0,50644.51,0.408,6.919,33.148
Toronto Trust Ahorro - Clase B,ARS,2026-04-08,0.0,54906.623,0.42,7.092,33.951
Toronto Trust Ahorro - Clase C,ARS,2026-04-08,0.0,35306.784,0.414,7.005,33.549
Toronto Trust Ahorro - Clase Ley N° 27.743,ARS,2026-04-08,0.0,1553.432,0.408,6.919,33.148
Transatlantica Liquidez Pesos - Clase A,ARS,2026-04-08,0.0,8186.98,0.384,6.469,31.986
Transatlantica Liquidez Pesos - Clase B,ARS,2026-04-08,0.0,8186.985,0.384,6.469,31.986
Transatlantica Liquidez Pesos - Clase RAP Ley N° 27.743,ARS,2026-04-08,0.0,1289.271,0.383,6.469,
Ualintec Ahorro Pesos - Clase A,ARS,2026-04-08,0.0,7872.823,0.396,6.912,34.844
Ualintec Ahorro Pesos - Clase B,ARS,2026-04-08,0.0,4301.994,0.41,7.169,35.966
Ualintec Ahorro Pesos - Clase C,ARS,2026-04-08,0.0,8133.584,0.419,7.257,36.078
Valiant Ahorro - Clase A,ARS,2026-04-08,0.0,11507.309,0.428,7.171,33.692
Valiant Ahorro - Clase B,ARS,2026-04-08,0.0,11300.343,0.419,7.028,33.025
Wise Capital Money Markets - Clase A,ARS,2026-04-08,0.0,1431.075,0.336,6.258,31.195
Wise Capital Money Markets - Clase B,ARS,2026-04-08,0.0,1436,0.336,6.257,31.527
Wise Capital Money Markets - Clase C,ARS,2026-04-08,0.0,1411.632,0.336,6.258,31.195
Wise Capital Money Markets - Clase D,ARS,2026-04-08,0.0,1347.453,0.346,6.452,30.716
Wise Capital Money Markets - Clase J Ley N° 27.743,ARS,2026-04-08,0.0,1336.241,0.336,6.257,31.195
Zofingen Pesos Ya - Clase A,ARS,2026-04-08,0.0,1447.6,0.299,5.652,27.238
Zofingen Pesos Ya - Clase B,ARS,2026-04-08,0.0,1447.564,0.299,5.653,27.242
Zofingen Pesos Ya - Clase C Ley N° 27.743,ARS,2026-04-08,0.0,1000,,,
Zofingen Pesos Ya - Clase D Ley N° 27.743,ARS,2026-04-08,0.0,1000,,,
Axis Pesos - Clase A,ARS,2026-04-08,0.0,1919.989,0.411,6.764,32.484
Axis Pesos - Clase B,ARS,2026-04-08,0.0,2165.84,0.43,7.052,33.821
Axis Pesos - Clase X Ley N° 27.743,ARS,2026-04-08,0.0,1483.776,0.0,6.031,31.56
Axis Pesos - Clase Y Ley N° 27.743,ARS,2026-04-08,0.0,1001.572,0.0,0.0,0.0
GMC Money Market - Clase A,ARS,2026-04-08,0.0,2688.238,0.37,7.293,31.893
GMC Money Market - Clase B,ARS,2026-04-08,0.0,3730.69,0.37,7.284,31.892
GMC Money Market - Clase C,ARS,2026-04-08,0.0,4149.686,0.375,7.371,32.202
Allaria Ahorro Dinámico	- Clase A,ARS,2026-04-08,0.0,1000,0.0,0.0,
Allaria Ahorro Dinámico	- Clase B,ARS,2026-04-08,0.0,1000,0.0,0.0,
Allaria Ahorro Dinámico	- Clase C,ARS,2026-04-08,0.0,1000,0.0,0.0,
Allaria Ahorro Dinámico	- Clase D,ARS,2026-04-08,0.0,1000,0.0,0.0,
Allaria Ahorro Dinámico - Clase E,ARS,2026-04-08,0.0,1000,0.0,0.0,
Alpha Pesos Plus - Clase A,ARS,2026-04-08,0.0,7489896.419,0.363,6.698,31.014
Alpha Pesos Plus - Clase B,ARS,2026-04-08,0.0,6890443.489,0.352,6.526,30.229
Crecer Liquidez - Clase A,ARS,2026-04-08,1.0,1303.687,0.378,6.584,
Crecer Liquidez - Clase B,ARS,2026-04-08,1.0,1320.394,0.403,6.958,
Gainvest Pesos - Clase A,ARS,2026-04-08,0.0,38693.39,0.359,6.268,30.813
Gainvest Pesos - Clase B,ARS,2026-04-08,0.0,38695.319,0.359,6.268,30.816
Gainvest Pesos - Clase C,ARS,2026-04-08,0.0,5265.661,0.374,6.497,31.868
Gainvest Pesos - Clase Ley N° 27.743,ARS,2026-04-08,0.0,1242.052,0.0,0.256,22.164
Schroder Liquidez - Clase A,ARS,2026-04-08,0.0,6341.028,0.407,6.427,29.492
Schroder Liquidez - Clase B,ARS,2026-04-08,0.0,6703.669,0.437,6.872,31.519
Schroder Liquidez - Clase D Ley N° 27.743,ARS,2026-04-08,0.0,1513.235,0.407,6.424,29.482
Mercado de Dinero Dolar Estadounidense,,2026-04-08,,,,,
Adcap Ahorro Dólares - Clase C,USD,2026-04-08,0.0,1034.994,0.043,0.544,2.573
Adcap Ahorro Dólares - Clase D,USD,2026-04-08,0.0,1033.557,0.042,0.519,2.489
Adcap Ahorro Dólares - Clase E,USD,2026-04-08,0.0,1034.296,0.043,0.532,2.539
Adcap Ahorro Dólares - Clase F,USD,2026-04-08,0.0,1034.027,0.043,0.533,2.539
Adcap Ahorro Dólares - Clase G,USD,2026-04-08,0.0,1006.969,0.047,0.577,
Adcap Ahorro Dólares - Clase Ley Nº 27.743,USD,2026-04-08,0.0,1033.622,0.042,0.519,2.488
Allaria Dólar Ahorro - Clase A,USD,2026-04-08,0.0,1019.163,0.014,0.263,1.364
Allaria Dólar Ahorro - Clase B,USD,2026-04-08,0.0,1020.826,0.016,0.29,1.466
Allaria Dólar Ahorro - Clase C,USD,2026-04-08,0.0,1020.663,0.017,0.304,1.516
Allaria Dólar Ahorro - Clase Ley Nº 27.743,USD,2026-04-08,0.0,1016.679,,,
Alpha Dólar - Clase H,USB,2026-04-08,0.0,1000,0.0,0.0,
Alpha Dólar - Clase I,USB,2026-04-08,0.0,1000,0.0,0.0,
Argenfunds Liquidez Dólares - Clase A,USD,2026-04-08,0.0,1014.392,0.01,0.288,
Argenfunds Liquidez Dólares - Clase B,USD,2026-04-08,0.0,1014.412,0.01,0.288,
BAVSA Ahorro Dólar - Clase A,USD,2026-04-08,0.0,1012.82,0.017,0.284,1.19
BAVSA Ahorro Dólar - Clase B,USD,2026-04-08,0.0,1017.724,0.018,0.297,1.367
BAVSA Ahorro Dólar - Clase E Ley N° 27.743,USD,2026-04-08,0.0,1008.54,,,
BAVSA Ahorro Dólar - Clase F Ley N° 27.743,USD,2026-04-08,0.0,1014.889,,,
Champaquí Fondo Liquidez Dólar - Clase A,USD,2026-04-08,0.0,1014.423,0.016,0.335,
Champaquí Fondo Liquidez Dólar - Clase B,USD,2026-04-08,0.0,1014.421,0.016,0.335,
Delta Dólares - Clase A,USD,2026-04-08,0.0,1017.357,0.01,0.264,1.178
Delta Dólares - Clase B,USD,2026-04-08,0.0,1018.352,0.012,0.291,1.247
Delta Dólares - Clase K Ley Nº 27.743,USD,2026-04-08,0.0,1017.187,0.01,0.264,1.178
Delta Dólares - Clase L Ley Nº 27.743,USD,2026-04-08,0.0,1000,0.0,0.0,0.0
FBA Money Market Dólar - Clase B,USD,2026-04-08,0.0,1005.88,0.005,0.116,
Gainvest Dólares Premium - Clase A,USD,2026-04-08,0.0,1006.836,0.018,0.128,
Gainvest Dólares Premium - Clase B,USD,2026-04-08,0.0,1007.635,0.018,0.151,
Gainvest Dólares Premium - Clase C,USD,2026-04-08,0.0,1000,0.0,0.0,
Galileo Pesos - Clase C,ARS,2026-04-08,0.0,1000,,,
Galileo Pesos - Clase D,ARS,2026-04-08,0.0,1000,,,
IAM Ahorro Pesos - Clase F,ARS,2026-04-08,0.0,1001.761,0.0,0.0,0.0
IAM Liquidez en Dólares - Clase A,USD,2026-04-08,0.0,1039.442,0.034,0.639,2.739
IAM Liquidez en Dólares - Clase B,USD,2026-04-08,0.0,1024.71,0.034,0.639,2.738
IAM Liquidez en Dólares - Clase C,USD,2026-04-08,0.0,1039.339,0.034,0.639,2.739
IAM Liquidez en Dólares - Clase D,USD,2026-04-08,0.0,1000,0.0,0.0,0.0
IAM Liquidez en Dólares - Clase E,USD,2026-04-08,0.0,1000,0.0,0.0,0.0
IAM Liquidez en Dólares - Clase F,USD,2026-04-08,0.0,1000,0.0,0.0,0.0
IAM Liquidez en Dólares - Clase G,USD,2026-04-08,0.0,1000,0.0,0.0,0.0
IAM Liquidez en Dólares - Clase H,USD,2026-04-08,0.0,1000,0.0,0.0,0.0
